	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
AM-388-A17_contigs_AM-388-A17_NODE_13_51	AM-388-A17_contigs	AM-388-A17_NODE_13	51	35113	35922	-1	D										PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					0
AM-388-A17_contigs_AM-388-A17_NODE_13_52	AM-388-A17_contigs	AM-388-A17_NODE_13	52	35919	36182	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_53	AM-388-A17_contigs	AM-388-A17_NODE_13	53	36182	36394	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_54	AM-388-A17_contigs	AM-388-A17_NODE_13	54	36391	36741	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_55	AM-388-A17_contigs	AM-388-A17_NODE_13	55	36865	37113	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_56	AM-388-A17_contigs	AM-388-A17_NODE_13	56	37287	37907	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_57	AM-388-A17_contigs	AM-388-A17_NODE_13	57	37904	38077	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_58	AM-388-A17_contigs	AM-388-A17_NODE_13	58	38074	38229	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_59	AM-388-A17_contigs	AM-388-A17_NODE_13	59	38231	38440	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_60	AM-388-A17_contigs	AM-388-A17_NODE_13	60	38437	39693	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]					0
AM-388-A17_contigs_AM-388-A17_NODE_13_61	AM-388-A17_contigs	AM-388-A17_NODE_13	61	39690	39848	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_62	AM-388-A17_contigs	AM-388-A17_NODE_13	62	39860	41215	-1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]								DNA methylase [PF01555.21]					0
AM-388-A17_contigs_AM-388-A17_NODE_13_63	AM-388-A17_contigs	AM-388-A17_NODE_13	63	41212	41970	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_64	AM-388-A17_contigs	AM-388-A17_NODE_13	64	42154	42363	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_65	AM-388-A17_contigs	AM-388-A17_NODE_13	65	42416	42562	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_66	AM-388-A17_contigs	AM-388-A17_NODE_13	66	42702	43058	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_67	AM-388-A17_contigs	AM-388-A17_NODE_13	67	43051	43179	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_68	AM-388-A17_contigs	AM-388-A17_NODE_13	68	43301	43645	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_69	AM-388-A17_contigs	AM-388-A17_NODE_13	69	43645	43989	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_70	AM-388-A17_contigs	AM-388-A17_NODE_13	70	43986	44282	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_71	AM-388-A17_contigs	AM-388-A17_NODE_13	71	44279	44695	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_72	AM-388-A17_contigs	AM-388-A17_NODE_13	72	44692	44892	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_73	AM-388-A17_contigs	AM-388-A17_NODE_13	73	45069	45200	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_13_74	AM-388-A17_contigs	AM-388-A17_NODE_13	74	45264	45362	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_130_1	AM-388-A17_contigs	AM-388-A17_NODE_130	1	1	1353	1	C	K04034	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]								Radical SAM superfamily [PF04055.24]; B12 binding domain [PF02310.22]					0
AM-388-A17_contigs_AM-388-A17_NODE_130_2	AM-388-A17_contigs	AM-388-A17_NODE_130	2	1359	2168	1	D										DnaJ domain [PF00226.34]; DnaJ C terminal domain [PF01556.21]					0
AM-388-A17_contigs_AM-388-A17_NODE_130_3	AM-388-A17_contigs	AM-388-A17_NODE_130	3	2223	2948	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]					0
AM-388-A17_contigs_AM-388-A17_NODE_130_4	AM-388-A17_contigs	AM-388-A17_NODE_130	4	3048	4424	-1	D			MER0241360	C14B	MER0241360 - subfamily C14B unassigned peptidases (Beggiatoa sp. PS) [C14.UPB]#C14B#{peptidase unit: 155-303}~source ZP_02001873~	False	0.578	89.0	8.838e-17						0
AM-388-A17_contigs_AM-388-A17_NODE_131_1	AM-388-A17_contigs	AM-388-A17_NODE_131	1	2	1096	-1	C	K06213	magnesium transporter								MgtE intracellular N domain [PF03448.20]; Divalent cation transporter [PF01769.19]; CBS domain [PF00571.31]					0
AM-388-A17_contigs_AM-388-A17_NODE_131_2	AM-388-A17_contigs	AM-388-A17_NODE_131	2	1083	2234	-1	D										DHH family [PF01368.23]					0
AM-388-A17_contigs_AM-388-A17_NODE_131_3	AM-388-A17_contigs	AM-388-A17_NODE_131	3	2256	3047	-1	D										Xylose isomerase-like TIM barrel [PF01261.27]					0
AM-388-A17_contigs_AM-388-A17_NODE_131_4	AM-388-A17_contigs	AM-388-A17_NODE_131	4	3162	3437	-1	C	K19157	mRNA interferase YafQ [EC:3.1.-.-]								Bacterial toxin of type II toxin-antitoxin system, YafQ [PF15738.8]					0
AM-388-A17_contigs_AM-388-A17_NODE_131_5	AM-388-A17_contigs	AM-388-A17_NODE_131	5	3434	3694	-1	C	K07473	DNA-damage-inducible protein J								RelB antitoxin [PF04221.15]					0
AM-388-A17_contigs_AM-388-A17_NODE_131_6	AM-388-A17_contigs	AM-388-A17_NODE_131	6	3905	4252	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_131_7	AM-388-A17_contigs	AM-388-A17_NODE_131	7	4249	4368	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_132_1	AM-388-A17_contigs	AM-388-A17_NODE_132	1	3	503	-1	C	K09768	uncharacterized protein								Uncharacterized BCR, YaiI/YqxD family COG1671 [PF02639.17]					0
AM-388-A17_contigs_AM-388-A17_NODE_132_2	AM-388-A17_contigs	AM-388-A17_NODE_132	2	532	1293	-1	D										Sulfite exporter TauE/SafE [PF01925.22]					0
AM-388-A17_contigs_AM-388-A17_NODE_132_3	AM-388-A17_contigs	AM-388-A17_NODE_132	3	1357	2463	-1	C	K13985	N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]								Beta-lactamase superfamily domain [PF13483.9]; Beta-lactamase superfamily domain [PF12706.10]					0
AM-388-A17_contigs_AM-388-A17_NODE_132_4	AM-388-A17_contigs	AM-388-A17_NODE_132	4	2463	2852	-1	D										Domain of unknown function (DUF3387) [PF11867.11]					0
AM-388-A17_contigs_AM-388-A17_NODE_132_5	AM-388-A17_contigs	AM-388-A17_NODE_132	5	3312	3728	-1	C	K07065	uncharacterized protein													0
AM-388-A17_contigs_AM-388-A17_NODE_132_6	AM-388-A17_contigs	AM-388-A17_NODE_132	6	3725	3955	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_132_7	AM-388-A17_contigs	AM-388-A17_NODE_132	7	3990	4346	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_133_1	AM-388-A17_contigs	AM-388-A17_NODE_133	1	169	4182	1	C	K13587	two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]								Response regulator receiver domain [PF00072.27]; PAS fold [PF08448.13]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF00989.28]; PAS domain [PF13426.10]; PAS domain [PF13596.9]; PAS domain [PF13188.10]; PAS fold [PF08447.15]; His Kinase A (phospho-acceptor) domain [PF00512.28]					0
AM-388-A17_contigs_AM-388-A17_NODE_134_1	AM-388-A17_contigs	AM-388-A17_NODE_134	1	1	480	1	D										NADPH-dependent FMN reductase [PF03358.18]					0
AM-388-A17_contigs_AM-388-A17_NODE_134_2	AM-388-A17_contigs	AM-388-A17_NODE_134	2	542	2188	-1	C	K05601	hydroxylamine reductase [EC:1.7.99.1]								Prismane/CO dehydrogenase family [PF03063.23]					0
AM-388-A17_contigs_AM-388-A17_NODE_134_3	AM-388-A17_contigs	AM-388-A17_NODE_134	3	2471	3832	1	D										Major Facilitator Superfamily [PF07690.19]					0
AM-388-A17_contigs_AM-388-A17_NODE_134_4	AM-388-A17_contigs	AM-388-A17_NODE_134	4	3905	4255	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_135_1	AM-388-A17_contigs	AM-388-A17_NODE_135	1	2	1480	-1	D										Aconitase family (aconitate hydratase) [PF00330.23]					0
AM-388-A17_contigs_AM-388-A17_NODE_135_2	AM-388-A17_contigs	AM-388-A17_NODE_135	2	1636	2904	1	C	K00031	isocitrate dehydrogenase [EC:1.1.1.42]								Isocitrate/isopropylmalate dehydrogenase [PF00180.23]					0
AM-388-A17_contigs_AM-388-A17_NODE_135_3	AM-388-A17_contigs	AM-388-A17_NODE_135	3	2905	4194	-1	C	K01647	citrate synthase [EC:2.3.3.1]								Citrate synthase, C-terminal domain [PF00285.24]					0
AM-388-A17_contigs_AM-388-A17_NODE_136_1	AM-388-A17_contigs	AM-388-A17_NODE_136	1	1	705	1	C	K06922	uncharacterized protein								Protein of unknown function (DUF499) [PF04465.15]					0
AM-388-A17_contigs_AM-388-A17_NODE_136_2	AM-388-A17_contigs	AM-388-A17_NODE_136	2	698	1174	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_136_3	AM-388-A17_contigs	AM-388-A17_NODE_136	3	1570	1806	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_136_4	AM-388-A17_contigs	AM-388-A17_NODE_136	4	1973	2926	1	D										Domain of unknown function (DUF4365) [PF14280.9]					0
AM-388-A17_contigs_AM-388-A17_NODE_136_5	AM-388-A17_contigs	AM-388-A17_NODE_136	5	3016	3978	-1	D										TIR domain [PF13676.9]					0
AM-388-A17_contigs_AM-388-A17_NODE_137_1	AM-388-A17_contigs	AM-388-A17_NODE_137	1	1	66	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_137_2	AM-388-A17_contigs	AM-388-A17_NODE_137	2	236	469	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_137_3	AM-388-A17_contigs	AM-388-A17_NODE_137	3	456	1229	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_137_4	AM-388-A17_contigs	AM-388-A17_NODE_137	4	1588	2916	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_137_5	AM-388-A17_contigs	AM-388-A17_NODE_137	5	3019	4164	-1	D										Protein of unknown function (DUF642) [PF04862.15]					0
AM-388-A17_contigs_AM-388-A17_NODE_138_1	AM-388-A17_contigs	AM-388-A17_NODE_138	1	103	798	-1	D										Prokaryotic cytochrome b561 [PF01292.23]					0
AM-388-A17_contigs_AM-388-A17_NODE_138_2	AM-388-A17_contigs	AM-388-A17_NODE_138	2	795	1697	-1	D										Cytochrome c554 and c-prime [PF13435.9]; Cytochrome c3 [PF14537.9]					6
AM-388-A17_contigs_AM-388-A17_NODE_138_3	AM-388-A17_contigs	AM-388-A17_NODE_138	3	1694	2944	-1	D										Biotin-protein ligase, N terminal [PF09825.12]					0
AM-388-A17_contigs_AM-388-A17_NODE_138_4	AM-388-A17_contigs	AM-388-A17_NODE_138	4	2980	4161	-1	D										Aldehyde ferredoxin oxidoreductase, N-terminal domain [PF02730.18]					0
AM-388-A17_contigs_AM-388-A17_NODE_139_1	AM-388-A17_contigs	AM-388-A17_NODE_139	1	1	684	1	C	K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]								Ribosomal protein L11 methyltransferase (PrmA) [PF06325.16]; Methyltransferase small domain [PF05175.17]; Methyltransferase domain [PF13489.9]; RNA methyltransferase [PF05971.15]					0
AM-388-A17_contigs_AM-388-A17_NODE_139_2	AM-388-A17_contigs	AM-388-A17_NODE_139	2	677	1438	1	C	K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]								RNA methyltransferase domain [PF04452.17]; RNA methyltransferase PUA domain [PF20260.1]					0
AM-388-A17_contigs_AM-388-A17_NODE_139_3	AM-388-A17_contigs	AM-388-A17_NODE_139	3	1609	2160	1	D										Rhodanese-like domain [PF00581.23]					0
AM-388-A17_contigs_AM-388-A17_NODE_139_4	AM-388-A17_contigs	AM-388-A17_NODE_139	4	2531	4045	1	D										AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_1	AM-388-A17_contigs	AM-388-A17_NODE_14	1	2	385	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_2	AM-388-A17_contigs	AM-388-A17_NODE_14	2	410	655	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_3	AM-388-A17_contigs	AM-388-A17_NODE_14	3	670	990	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_4	AM-388-A17_contigs	AM-388-A17_NODE_14	4	1102	1365	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_5	AM-388-A17_contigs	AM-388-A17_NODE_14	5	1491	1703	1	D										Helix-turn-helix domain [PF12728.10]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_6	AM-388-A17_contigs	AM-388-A17_NODE_14	6	1704	2846	1	C	K03111	single-strand DNA-binding protein								Phage integrase family [PF00589.25]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_7	AM-388-A17_contigs	AM-388-A17_NODE_14	7	3284	3475	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_8	AM-388-A17_contigs	AM-388-A17_NODE_14	8	3571	4428	-1	D										Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.22]; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.26]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_9	AM-388-A17_contigs	AM-388-A17_NODE_14	9	4441	5073	-1	C	K01500	methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9]								Formiminotransferase-cyclodeaminase [PF04961.15]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_10	AM-388-A17_contigs	AM-388-A17_NODE_14	10	5235	5552	1	C	K03926	periplasmic divalent cation tolerance protein								CutA1 divalent ion tolerance protein [PF03091.18]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_11	AM-388-A17_contigs	AM-388-A17_NODE_14	11	5560	6201	-1	C	K03975	membrane-associated protein								SNARE associated Golgi protein [PF09335.14]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_12	AM-388-A17_contigs	AM-388-A17_NODE_14	12	6420	7103	1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_13	AM-388-A17_contigs	AM-388-A17_NODE_14	13	7368	8939	1	D										AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_14	AM-388-A17_contigs	AM-388-A17_NODE_14	14	9129	10982	1	C	K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]								Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg [PF01855.22]; Thiamine pyrophosphate enzyme, C-terminal TPP binding domain [PF02775.24]; 4Fe-4S dicluster domain [PF14697.9]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_15	AM-388-A17_contigs	AM-388-A17_NODE_14	15	10994	11581	1	C	K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]								Pyruvate ferredoxin/flavodoxin oxidoreductase [PF01558.21]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_16	AM-388-A17_contigs	AM-388-A17_NODE_14	16	11699	13246	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_17	AM-388-A17_contigs	AM-388-A17_NODE_14	17	13290	14438	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_18	AM-388-A17_contigs	AM-388-A17_NODE_14	18	14622	17843	-1	C	K03301	ATP:ADP antiporter, AAA family								TLC ATP/ADP transporter [PF03219.17]; Cyclic nucleotide-binding domain [PF00027.32]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_19	AM-388-A17_contigs	AM-388-A17_NODE_14	19	17924	19384	-1	D										Bacterial protein of unknown function (DUF898) [PF05987.16]; TPR repeat [PF13414.9]; Tetratricopeptide repeat [PF13371.9]; Tetratricopeptide repeat [PF13429.9]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]; Tetratricopeptide repeat [PF00515.31]; Tetratricopeptide repeat [PF13432.9]; Plant specific mitochondrial import receptor subunit TOM20 [PF06552.15]; Tetratricopeptide repeat [PF14559.9]; Tetratricopeptide repeat [PF07719.20]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_20	AM-388-A17_contigs	AM-388-A17_NODE_14	20	19446	20201	-1	C	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]								NUDIX domain [PF00293.31]; NUDIX domain [PF14815.9]; Mannose-6-phosphate isomerase [PF01050.21]; AraC-like ligand binding domain [PF02311.22]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_21	AM-388-A17_contigs	AM-388-A17_NODE_14	21	20198	22207	-1	D										Tetratricopeptide repeat [PF13429.9]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_22	AM-388-A17_contigs	AM-388-A17_NODE_14	22	22319	23374	-1	D										Protein export membrane protein [PF02355.19]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_23	AM-388-A17_contigs	AM-388-A17_NODE_14	23	23449	25050	-1	C	K03072	preprotein translocase subunit SecD								Protein export membrane protein [PF02355.19]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_24	AM-388-A17_contigs	AM-388-A17_NODE_14	24	25099	25419	-1	C	K03210	preprotein translocase subunit YajC								Preprotein translocase subunit [PF02699.18]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_25	AM-388-A17_contigs	AM-388-A17_NODE_14	25	25434	26546	-1	C	K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]								Queuine tRNA-ribosyltransferase [PF01702.21]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_26	AM-388-A17_contigs	AM-388-A17_NODE_14	26	26570	27628	-1	C	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]								Queuosine biosynthesis protein [PF02547.18]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_27	AM-388-A17_contigs	AM-388-A17_NODE_14	27	28081	29757	1	C	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]								tRNA synthetases class I (R) [PF00750.22]; DALR anticodon binding domain [PF05746.18]; Arginyl tRNA synthetase N terminal domain [PF03485.19]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_28	AM-388-A17_contigs	AM-388-A17_NODE_14	28	29768	30415	1	D										SPOR domain [PF05036.16]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_29	AM-388-A17_contigs	AM-388-A17_NODE_14	29	30461	30943	1	C	K00619	amino-acid N-acetyltransferase [EC:2.3.1.1]								Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13420.10]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_30	AM-388-A17_contigs	AM-388-A17_NODE_14	30	31035	31478	1	C	K03116	sec-independent protein translocase protein TatA								mttA/Hcf106 family [PF02416.19]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_31	AM-388-A17_contigs	AM-388-A17_NODE_14	31	31471	32256	1	C	K03118	sec-independent protein translocase protein TatC								Sec-independent protein translocase protein (TatC) [PF00902.21]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_32	AM-388-A17_contigs	AM-388-A17_NODE_14	32	32246	34195	-1	C	K01999	branched-chain amino acid transport system substrate-binding protein								Periplasmic binding protein [PF13458.9]; LppC putative lipoprotein [PF04348.16]; Receptor family ligand binding region [PF01094.31]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_33	AM-388-A17_contigs	AM-388-A17_NODE_14	33	34192	36105	-1	C	K04043	molecular chaperone DnaK								Hsp70 protein [PF00012.23]; MreB/Mbl protein [PF06723.16]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_34	AM-388-A17_contigs	AM-388-A17_NODE_14	34	36127	36711	-1	C	K03687	molecular chaperone GrpE								GrpE [PF01025.22]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_35	AM-388-A17_contigs	AM-388-A17_NODE_14	35	36899	37975	-1	C	K11720	lipopolysaccharide export system permease protein								Lipopolysaccharide export system permease LptF/LptG [PF03739.17]					0
AM-388-A17_contigs_AM-388-A17_NODE_14_36	AM-388-A17_contigs	AM-388-A17_NODE_14	36	38005	39783	-1	C	K07264	4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]								Dolichyl-phosphate-mannose-protein mannosyltransferase [PF02366.21]; Dolichyl-phosphate-mannose-protein mannosyltransferase [PF13231.9]; Aminoarabinose transferase C-terminal domain [PF18583.4]	GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	2.4.2.43	GT83.hmm	0
AM-388-A17_contigs_AM-388-A17_NODE_14_37	AM-388-A17_contigs	AM-388-A17_NODE_14	37	39803	40915	-1	D										Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]	GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	2.4.1.56,2.4.99.-	GT9.hmm	0
AM-388-A17_contigs_AM-388-A17_NODE_14_38	AM-388-A17_contigs	AM-388-A17_NODE_14	38	40925	41836	-1	C	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]								Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]; Glycosyl transferase family group 2 [PF13632.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
AM-388-A17_contigs_AM-388-A17_NODE_14_39	AM-388-A17_contigs	AM-388-A17_NODE_14	39	41839	42690	-1	E															0
AM-388-A17_contigs_AM-388-A17_NODE_14_40	AM-388-A17_contigs	AM-388-A17_NODE_14	40	42687	44483	-1	D										Tetratricopeptide repeat [PF13429.9]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]; ChAPs (Chs5p-Arf1p-binding proteins) [PF09295.13]; MalT-like TPR region [PF17874.4]; Tetratricopeptide repeat [PF13432.9]; Coatomer epsilon subunit [PF04733.17]; Tetratricopeptide repeat-like domain [PF09976.12]					0
